ElectionYear,Position,Name,Votes,Vot,Party,ACname,ACNo,Voteper
2010,7,Avinash Paswan,2052,1.50%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Rupauli,60,1.50
2010,8,Abadhesh Mandal,2038,1.50%,Independent,Rupauli,60,1.50
2010,9,Dilip Jaiswal,1928,1.40%,Independent,Rupauli,60,1.40
2010,10,Shiv Kumar Jha,1776,1.30%,Independent,Rupauli,60,1.30
2010,11,Vimal Kishor Mandal,1708,1.20%,Bahujan Samaj Party,Rupauli,60,1.20
2010,12,Jamshed Alam,1617,1.20%,Nationalist Congress Party,Rupauli,60,1.20
2010,13,Deep Narayan Singh,1367,1.00%,Independent,Rupauli,60,1.00
2010,14,Dinesh Choudhary,898,0.70%,Lokpriya Samaj Party,Rupauli,60,0.70
2010,15,Shri Nivas Singh Yadav,662,0.50%,Samajwadi Party,Rupauli,60,0.50
2010,1,Leshi Singh,64323,44.00%,Janata Dal (United),Dhamdaha,61,44.00
2010,2,Irshad Ahmad Khan,19626,13.40%,Indian National Congress,Dhamdaha,61,13.40
2010,3,Dilip Kumar Yadav,19554,13.40%,Rashtriya Janata Dal,Dhamdaha,61,13.40
2010,4,Patwari Hansda,9148,6.30%,Jharkhand Mukti Morcha,Dhamdaha,61,6.30
2010,5,Rajkumar Oraon,6156,4.20%,Bahujan Samaj Party,Dhamdaha,61,4.20
2010,6,Navin Kumar Singh,3293,2.30%,Independent,Dhamdaha,61,2.30
2010,7,Praful Chandra Roy,3062,2.10%,Independent,Dhamdaha,61,2.10
2010,8,Balram Singh,2850,2.00%,Independent,Dhamdaha,61,2.00
2010,9,Omprakash Mehta,2471,1.70%,Communist Party Of India (MARXIST),Dhamdaha,61,1.70
2010,10,Md. Nausad,2389,1.60%,Independent,Dhamdaha,61,1.60
2010,11,Bhavendra Kumar,2375,1.60%,Independent,Dhamdaha,61,1.60
2010,12,Chandradev Paswan,2154,1.50%,Independent,Dhamdaha,61,1.50
2010,13,Yamuna Pd. Murmu,2100,1.40%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Dhamdaha,61,1.40
2010,14,Shivcharan Mehta,1919,1.30%,Nationalist Congress Party,Dhamdaha,61,1.30
2010,15,Upendra Nath Sagar,1313,0.90%,Independent,Dhamdaha,61,0.90
2010,16,Vinay Kumar Poddar,1216,0.80%,Independent,Dhamdaha,61,0.80
2010,17,Yogendra Singh,808,0.60%,Independent,Dhamdaha,61,0.60
2010,18,Navin Kr. Mahto,743,0.50%,All India Forward Bloc,Dhamdaha,61,0.50
2010,19,Lakshman Mandal,615,0.40%,Samajwadi Party,Dhamdaha,61,0.40
2010,1,Raj Kishore Keshari,54605,41.40%,Bharatiya Janta Party,Purnia,62,41.40
2010,2,Ram Charitra Yadav,39006,29.60%,Indian National Congress,Purnia,62,29.60
2010,3,Amit Kumar,23061,17.50%,Communist Party Of India (MARXIST),Purnia,62,17.50
2010,4,Syed Gulam Husain,3555,2.70%,Nationalist Congress Party,Purnia,62,2.70
2010,5,Sumita Nand Shankar,2475,1.90%,Independent,Purnia,62,1.90
2010,6,Pappu Kumar,1830,1.40%,Lok Jan Shakti Party,Purnia,62,1.40
2010,7,Kailash Lahoti,1552,1.20%,Independent,Purnia,62,1.20
2010,8,Shaikh Akbar Ali,1515,1.20%,Bahujan Samaj Party,Purnia,62,1.20
2010,9,Bachchi Sharma,1095,0.80%,Independent,Purnia,62,0.80
2010,10,Kumar Aditya,946,0.70%,Independent,Purnia,62,0.70
2010,11,Krishna Kr. Jha,936,0.70%,Independent,Purnia,62,0.70
2010,12,Anirudh Mehta,651,0.50%,Bharatiya Jantantrik Janta Dal,Purnia,62,0.50
2010,13,Alok Kumar Sinha,620,0.50%,All India Forward Bloc,Purnia,62,0.50
2010,1,Tar Kishore Prasad,58718,46.90%,Bharatiya Janta Party,Katihar,63,46.90
2010,2,Dr. Ram Prakash Mahto,38111,30.40%,Rashtriya Janata Dal,Katihar,63,30.40
2010,3,Bhai Shamsuddin,17015,13.60%,Nationalist Congress Party,Katihar,63,13.60
2010,4,Rajesh Gurnani,2647,2.10%,Independent,Katihar,63,2.10
2010,5,Prof. Binod Kumar Yadav,2570,2.10%,Indian National Congress,Katihar,63,2.10
2010,6,Md. Shahid Akhtar,1965,1.60%,Independent,Katihar,63,1.60
2010,7,Sanjay Singh,1954,1.60%,Independent,Katihar,63,1.60
2010,8,Vijay Kr. Sah,1051,0.80%,Bahujan Samaj Party,Katihar,63,0.80
2010,9,Pramod Kumar Thakur,654,0.50%,Akhil Bharatiya Jan Sangh,Katihar,63,0.50
2010,10,Kishan Lal Agarwal,599,0.50%,Bahujan Shakty,Katihar,63,0.50
2010,1,Bhola Ray,38225,31.90%,Bharatiya Janta Party,Kadwa,64,31.90
2010,2,Himraj Singh,19858,16.60%,Nationalist Congress Party,Kadwa,64,16.60
2010,3,Khwaja Bahauddin Ahmad,18167,15.10%,Rashtriya Janata Dal,Kadwa,64,15.10
2010,4,Dinesh Insan,13084,10.90%,Indian National Congress,Kadwa,64,10.90
2010,5,Rabi Kumar Sah,7967,6.60%,Independent,Kadwa,64,6.60
2010,6,Vinoda Nand Sah,4984,4.20%,Communist Party Of India,Kadwa,64,4.20
2010,7,Naimuddin Shahidi,2751,2.30%,Independent,Kadwa,64,2.30
2010,8,Gulam Md. Iliyas,1853,1.50%,Independent,Kadwa,64,1.50
2010,9,Rajiv Kumar Mandal,1411,1.20%,Independent,Kadwa,64,1.20
2010,10,Pankaj Kumar Arya,1392,1.20%,Bahujan Samaj Party,Kadwa,64,1.20
2010,11,Manowra Begum,1282,1.10%,Independent,Kadwa,64,1.10
2010,12,Kameshwar Yadav,1257,1.10%,Independent,Kadwa,64,1.10
2010,13,Sumant Kumar Singh,1220,1.00%,Independent,Kadwa,64,1.00
2010,14,Bholanath Kewat,1058,0.90%,Jharkhand Mukti Morcha,Kadwa,64,0.90
2010,15,Murli Kumar Mandal,1048,0.90%,Independent,Kadwa,64,0.90
2010,16,Saidur Rahman,866,0.70%,Independent,Kadwa,64,0.70
2010,17,Shambhoo Kumar Ray,828,0.70%,Independent,Kadwa,64,0.70
2010,18,Ram Prasad Mahli,616,0.50%,Independent,Kadwa,64,0.50
2010,19,Dinesh Yadav,579,0.50%,Independent,Kadwa,64,0.50
2010,20,Umakantanand,575,0.50%,Independent,Kadwa,64,0.50
2010,21,Alauddin,563,0.50%,Independent,Kadwa,64,0.50
2010,22,Lalita Devi,377,0.30%,Independent,Kadwa,64,0.30
2010,1,Dulal Chandra Goshwami,48136,32.70%,Independent,Balrampur,65,32.70
2010,2,Mahboob Alam,45432,30.90%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Balrampur,65,30.90
2010,3,Habibur Rahman,16474,11.20%,Nationalist Congress Party,Balrampur,65,11.20
2010,4,Adil Hasan Azad,7795,5.30%,Lok Jan Shakti Party,Balrampur,65,5.30
2010,5,Sanjay Singh,4486,3.10%,Independent,Balrampur,65,3.10
2010,6,Khawja Shahid,4333,2.90%,Independent,Balrampur,65,2.90
2010,7,Mohmmad Siddique,3538,2.40%,Janata Dal (United),Balrampur,65,2.40
2010,8,Prem Kumar Roy,3283,2.20%,Shiv Sena,Balrampur,65,2.20
2010,9,Md. Shaukat Hussain,2867,2.00%,Indian National Congress,Balrampur,65,2.00
2010,10,Sunil Choudhary,2569,1.70%,Jharkhand Mukti Morcha,Balrampur,65,1.70
2010,11,Dilip Kumar Roy,1781,1.20%,Janata Dal (Secular),Balrampur,65,1.20
2010,12,Upendra Mahto,1672,1.10%,Jharkhand Disom Party,Balrampur,65,1.10
2010,13,Shah Alam,1591,1.10%,Samajwadi Party,Balrampur,65,1.10
2010,14,Md. Sakil,1361,0.90%,Independent,Balrampur,65,0.90
2010,15,Manik Chandra Roy,1070,0.70%,Bahujan Samaj Party,Balrampur,65,0.70
2010,16,Shahin Shirin Azad,859,0.60%,Independent,Balrampur,65,0.60
2010,1,Binod Kumar Singh,43660,31.60%,Bharatiya Janta Party,Pranpur,66,31.60
2010,2,Israt Parween,42944,31.10%,Nationalist Congress Party,Pranpur,66,31.10
2010,3,Abdul Jalil,13925,10.10%,Indian National Congress,Pranpur,66,10.10
2010,4,Mahendra Narayan Yadav,12915,9.30%,Rashtriya Janata Dal,Pranpur,66,9.30
2010,5,Sudarshan Chandra Pal,10083,7.30%,Independent,Pranpur,66,7.30
2010,6,Sahiruddin,3544,2.60%,Independent,Pranpur,66,2.60
2010,7,Subhash Chandra Mandal,2313,1.70%,Independent,Pranpur,66,1.70
2010,8,Raj Kumar Mandal,1836,1.30%,Independent,Pranpur,66,1.30
2010,9,Satyendra Sharma,1599,1.20%,Bahujan Samaj Party,Pranpur,66,1.20
2010,10,Pramod Kumar Singh,1551,1.10%,Independent,Pranpur,66,1.10
2010,11,Zakeer Hussain,939,0.70%,Independent,Pranpur,66,0.70
2010,12,Ezaz,806,0.60%,Independent,Pranpur,66,0.60
2010,13,Shakil Anjum,567,0.40%,Janata Dal (Secular),Pranpur,66,0.40
2010,14,Abdus Salam,545,0.40%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Pranpur,66,0.40
2010,15,Jawed Rahi,535,0.40%,Independent,Pranpur,66,0.40
2010,16,Abdul Rahman,464,0.30%,Bharatiya Momin Front,Pranpur,66,0.30
2010,1,Manohar Prasad Singh,44938,35.60%,Janata Dal (United),Manihari,67,35.60
2010,2,Gita Kisku,40773,32.30%,Nationalist Congress Party,Manihari,67,32.30
2010,3,Champai Kisku,18466,14.60%,Lok Jan Shakti Party,Manihari,67,14.60
2010,4,Sikandar Mandal,3668,2.90%,Indian National Congress,Manihari,67,2.90
2010,5,Sunil Soren,3242,2.60%,Independent,Manihari,67,2.60
2010,6,Anirudh Prasad Singh,3162,2.50%,Communist Party Of India,Manihari,67,2.50
2010,7,Chote Lal Chaure,2243,1.80%,Independent,Manihari,67,1.80
2010,8,Phoolmani Hembram,2233,1.80%,Bharat Vikas Morcha,Manihari,67,1.80
2010,9,Vasudeo Hembram,1457,1.20%,Independent,Manihari,67,1.20
2010,10,Yamuna Prasad Mandal,1416,1.10%,Independent,Manihari,67,1.10
2010,11,Radha Oraon,1229,1.00%,Independent,Manihari,67,1.00
2010,12,Damodar Singh,960,0.80%,Independent,Manihari,67,0.80
2010,13,Gita Devi,902,0.70%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Manihari,67,0.70
2010,14,Priya Devi,781,0.60%,Independent,Manihari,67,0.60
2010,15,Julie Hembram,669,0.50%,Indian Justice Party,Manihari,67,0.50
2010,1,Bibhasha Chandra Choudhary,58104,42.50%,Bharatiya Janta Party,Barari,68,42.50
2010,2,Mohammed Shakoor,30936,22.60%,Nationalist Congress Party,Barari,68,22.60
2010,3,Mansoor Alam,21221,15.50%,Rashtriya Janata Dal,Barari,68,15.50
2010,4,Sanyogita Singh,10822,7.90%,Indian National Congress,Barari,68,7.90
2010,5,Dinesh Prasad Yadav,5219,3.80%,Communist Party Of India,Barari,68,3.80
2010,6,Prakash Mandal,3853,2.80%,Independent,Barari,68,2.80
2010,7,Umesh Prasad Singh,1926,1.40%,Independent,Barari,68,1.40
2010,8,Hopen Murmu,1147,0.80%,Bharat Vikas Morcha,Barari,68,0.80
2010,9,Avinash Singh,1065,0.80%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Barari,68,0.80
2010,10,Laxmi Kant Mandal,960,0.70%,Apna Dal,Barari,68,0.70
2010,11,Surya Narayan Singh,837,0.60%,Bahujan Samaj Party,Barari,68,0.60
2010,12,Nand Kishor Ram,704,0.50%,Janata Dal (Secular),Barari,68,0.50
2010,1,Mahesh Paswan,71020,55.30%,Bharatiya Janta Party,Korha,69,55.30
2010,2,Sunita Devi,18576,14.50%,Indian National Congress,Korha,69,14.50
2010,3,Manju Devi,15956,12.40%,Nationalist Congress Party,Korha,69,12.40
2010,4,Manoj Kumar,9000,7.00%,Lok Jan Shakti Party,Korha,69,7.00
2010,5,Wakil Das,3814,3.00%,Independent,Korha,69,3.00
2010,6,Hira Rishi,3191,2.50%,Independent,Korha,69,2.50
2010,7,Ram Raj Ram,2195,1.70%,Bahujan Samaj Party,Korha,69,1.70
2010,8,Sitaram Das,1291,1.00%,Samajwadi Party,Korha,69,1.00
2010,9,Raso Rishi,1215,1.00%,Independent,Korha,69,1.00
2010,10,Ranjeet Kumar Paswan,1122,0.90%,Independent,Korha,69,0.90
2010,11,Durga Das,1062,0.80%,Independent,Korha,69,0.80
2010,1,Narendra N. Yadav,64967,42.20%,Janata Dal (United),Alamnagar,70,42.20
2010,2,Lovely Anand,22622,14.70%,Indian National Congress,Alamnagar,70,14.70
2010,3,Shashi Bhushan Singh,21612,14.00%,Lok Jan Shakti Party,Alamnagar,70,14.00
2010,4,Ramlalsharma,11915,7.70%,Shiv Sena,Alamnagar,70,7.70
2010,5,Chandeshwri Singh,6774,4.40%,Nationalist Congress Party,Alamnagar,70,4.40
2010,6,Ramdeo Singh,4920,3.20%,Communist Party Of India,Alamnagar,70,3.20
2010,7,Ras Bihari Mandal,4248,2.80%,Independent,Alamnagar,70,2.80
2010,8,Sandeep Kumar,3912,2.50%,Independent,Alamnagar,70,2.50
2010,9,Bulbul Singh,2961,1.90%,Independent,Alamnagar,70,1.90
2010,10,Seikh Maksud,2887,1.90%,Janata Dal (Secular),Alamnagar,70,1.90
2010,11,Ahamad,2582,1.70%,Independent,Alamnagar,70,1.70
2010,12,Janardan P. Mandal,2530,1.60%,Independent,Alamnagar,70,1.60
2010,13,Santosh Kumar,1310,0.90%,Bahujan Samaj Party,Alamnagar,70,0.90
2010,14,Asgar Ali,870,0.60%,Independent,Alamnagar,70,0.60
2010,1,Renu Kumari,79062,51.80%,Janata Dal (United),Bihariganj,71,51.80
2010,2,Prabhash Kumar,29065,19.00%,Rashtriya Janata Dal,Bihariganj,71,19.00
2010,3,Ranjeet Ranjan,27554,18.10%,Indian National Congress,Bihariganj,71,18.10
2010,4,Amardeep Chaudhary,2531,1.70%,Nationalist Congress Party,Bihariganj,71,1.70
2010,5,Shiv Prasad Risideo,2527,1.70%,Independent,Bihariganj,71,1.70
2010,6,Braj Kishor Yadav,1729,1.10%,Janata Dal (Secular),Bihariganj,71,1.10
2010,7,Naveen Kumar Mehta,1646,1.10%,Bharat Vikas Morcha,Bihariganj,71,1.10
2010,8,Yashwant Kumar,1321,0.90%,Independent,Bihariganj,71,0.90
2010,9,Kamlesh Mehta,1274,0.80%,Independent,Bihariganj,71,0.80
2010,10,Dilip Kr. Yadav,1262,0.80%,Bahujan Samaj Party,Bihariganj,71,0.80
2010,11,Ashok Kumar Verma,1245,0.80%,Bharatiya Jantantrik Janta Dal,Bihariganj,71,0.80
2010,12,Kamleshwari Mahto,1223,0.80%,Independent,Bihariganj,71,0.80
2010,13,Rajeev Ranjan,1140,0.80%,Independent,Bihariganj,71,0.80
2010,14,Arvind Kumar Pampal,1041,0.70%,Independent,Bihariganj,71,0.70
2010,1,Ramesh Rishidev,72282,49.80%,Janata Dal (United),Singheshwar,72,49.80
2010,2,Amit Kumar Bharti,57086,39.30%,Rashtriya Janata Dal,Singheshwar,72,39.30
2010,3,Ganesh Paswan,5969,4.10%,Indian National Congress,Singheshwar,72,4.10
2010,4,Indo Devi,3227,2.20%,Samata Party,Singheshwar,72,2.20
2010,5,Dinesh Kumar Paswan,3033,2.10%,Rashtra Sewa Dal,Singheshwar,72,2.10
2010,6,Rajendra Rajak,1860,1.30%,Bahujan Samaj Party,Singheshwar,72,1.30
2010,7,Chandra Bhusan Paswan,1839,1.30%,Jawan Kisan Morcha,Singheshwar,72,1.30
2010,1,Chandrashekhar,72481,47.30%,Rashtriya Janata Dal,Madhepura,73,47.30
2010,2,Dr. Ramendra Kumar Yadav Ravi,60537,39.50%,Janata Dal (United),Madhepura,73,39.50
2010,3,Suresh Kumar,8345,5.40%,Jharkhand Mukti Morcha,Madhepura,73,5.40
2010,4,Rajesh Kumar Rajnish,3232,2.10%,Indian National Congress,Madhepura,73,2.10
2010,5,Swati Priya,3117,2.00%,Samajwadi Party,Madhepura,73,2.00
2010,6,Nawal Kishor Singh,1886,1.20%,Samajwadi Janata Party (RASHTRIYA),Madhepura,73,1.20
2010,7,Shashi Shekhar Yadav,1475,1.00%,Janata Dal (Secular),Madhepura,73,1.00
2010,8,Rajendra Das,1424,0.90%,Bahujan Samaj Party,Madhepura,73,0.90
2010,9,Raj Kumar,770,0.50%,Rashtra Sewa Dal,Madhepura,73,0.50
2010,1,Ratnesh Sada,56633,47.40%,Janata Dal (United),Sonbarsa,74,47.40
2010,2,Sarita Devi,25188,21.10%,Lok Jan Shakti Party,Sonbarsa,74,21.10
2010,3,Tarni Rishideo,10433,8.70%,Indian National Congress,Sonbarsa,74,8.70
2010,4,Deo Narayan Paswan,4633,3.90%,Communist Party Of India,Sonbarsa,74,3.90
2010,5,"Manoj Paswan, Vill-Muradpur",2423,2.00%,Independent,Sonbarsa,74,2.00
2010,6,Ashok Paswan,2366,2.00%,Nationalist Congress Party,Sonbarsa,74,2.00
2010,7,Amir Ram,1930,1.60%,Hindusthan Nirman Dal,Sonbarsa,74,1.60
2010,8,Vedanand Ram,1492,1.30%,Jai Maha Bharath Party,Sonbarsa,74,1.30
2010,9,Bhikha Paswan,1476,1.20%,Bahujan Samaj Party,Sonbarsa,74,1.20
2010,10,Kailash Sada,1452,1.20%,Independent,Sonbarsa,74,1.20
2010,11,"Manoj Paswan, Vill-Surmaha",1411,1.20%,Independent,Sonbarsa,74,1.20
2010,12,Surya Narayan Paswan,1403,1.20%,Independent,Sonbarsa,74,1.20
2010,13,Shiv Shankar Das,1289,1.10%,Independent,Sonbarsa,74,1.10
2010,14,Upendra Narayan Hajra,1230,1.00%,Independent,Sonbarsa,74,1.00
2010,15,Indu Devi,1214,1.00%,Independent,Sonbarsa,74,1.00
2010,16,Chandan Rishideo,1134,1.00%,Jharkhand Mukti Morcha,Sonbarsa,74,1.00
2010,17,Manoj Paswan,1073,0.90%,Apna Dal,Sonbarsa,74,0.90
2010,18,Bhumi Paswan,1054,0.90%,Independent,Sonbarsa,74,0.90
2010,19,Mahendra Hajra,909,0.80%,Janata Dal (Secular),Sonbarsa,74,0.80
2010,20,Raghunandan Choudhary,805,0.70%,Independent,Sonbarsa,74,0.70
2010,1,Alok Ranjan,55687,36.70%,Bharatiya Janta Party,Saharsa,75,36.70
2010,2,Arun Kumar,47708,31.40%,Rashtriya Janata Dal,Saharsa,75,31.40
2010,3,Kishor Kumar,14908,9.80%,Independent,Saharsa,75,9.80
2010,4,Niraj Kumar Gupta,11191,7.40%,Indian National Congress,Saharsa,75,7.40
2010,5,Sanjeev Kumar Jha,6065,4.00%,Independent,Saharsa,75,4.00
2010,6,Sanjay Kumar,2534,1.70%,Independent,Saharsa,75,1.70
2010,7,Vinod Kumar,2459,1.60%,Communist Party Of India (MARXIST),Saharsa,75,1.60
2010,8,Dayakant Tanti,2199,1.50%,Independent,Saharsa,75,1.50
2010,9,Naresh Prasad Sah,2085,1.40%,Independent,Saharsa,75,1.40
2010,10,Ashok Mahto,2016,1.30%,Bahujan Samaj Party,Saharsa,75,1.30
2010,11,Abhay Kumar,1659,1.10%,Independent,Saharsa,75,1.10
2010,12,Mishri Lal Yadav,1354,0.90%,Independent,Saharsa,75,0.90
2010,13,Ashok Kumar Yadav,976,0.60%,Independent,Saharsa,75,0.60
2010,14,Bhushan Yadav,932,0.60%,Janata Dal (Secular),Saharsa,75,0.60
2010,1,Dr Arun Kumar,57980,44.10%,Janata Dal (United),Simri Bakhtiarpur,76,44.10
2010,2,Choudhry Mehboob Ali Kaisar,39138,29.80%,Indian National Congress,Simri Bakhtiarpur,76,29.80
2010,3,Kishor Yadav,21464,16.30%,Lok Jan Shakti Party,Simri Bakhtiarpur,76,16.30
2010,4,Lalit Sada,2924,2.20%,Independent,Simri Bakhtiarpur,76,2.20
2010,5,Hari Nandan Singh,2056,1.60%,Samajwadi Janata Party (RASHTRIYA),Simri Bakhtiarpur,76,1.60
2010,6,Raj Kumar Choudhary,1818,1.40%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Simri Bakhtiarpur,76,1.40
2010,7,Ganeshi Ram,1714,1.30%,Bahujan Samaj Party,Simri Bakhtiarpur,76,1.30
2010,8,Poonam Devi,1675,1.30%,Independent,Simri Bakhtiarpur,76,1.30
2010,9,Asha Devi,1611,1.20%,Independent,Simri Bakhtiarpur,76,1.20
2010,10,Gopal Krishna,1185,0.90%,Independent,Simri Bakhtiarpur,76,0.90
2010,1,Dr Abdul Gafoor,39158,33.40%,Rashtriya Janata Dal,Mahishi,77,33.40
2010,2,Raj Kumar Sah,37441,31.90%,Janata Dal (United),Mahishi,77,31.90
2010,3,Surendra Yadav,20304,17.30%,Independent,Mahishi,77,17.30
2010,4,Birendra Kumar Jha,4548,3.90%,Indian National Congress,Mahishi,77,3.90
2010,5,Gunjeshwar Sah,3667,3.10%,Independent,Mahishi,77,3.10
2010,6,Raghunath Prasad Yadav,2006,1.70%,Independent,Mahishi,77,1.70
2010,7,Jawahar Jha,1850,1.60%,Independent,Mahishi,77,1.60
2010,8,Beer Bikram Kumar Singh,1637,1.40%,Bahujan Samaj Party,Mahishi,77,1.40
2010,9,Maharudra Jha,1457,1.20%,Independent,Mahishi,77,1.20
2010,10,Tiro Sharma,1167,1.00%,Smast Bhartiya Party,Mahishi,77,1.00
2010,11,Parmeshwer Mahto,1036,0.90%,Independent,Mahishi,77,0.90
2010,12,Rekha Devi,946,0.80%,Janata Dal (Secular),Mahishi,77,0.80
2010,13,Nanha Khan,910,0.80%,Independent,Mahishi,77,0.80
2010,14,Tuntun Paswan,600,0.50%,Independent,Mahishi,77,0.50
2010,15,Lalan Kumar Sada,563,0.50%,Indian Justice Party,Mahishi,77,0.50
2010,1,Shashi Bhushan Hajari,28576,31.60%,Bharatiya Janta Party,Kusheshwar Asthan,78,31.60
2010,2,Ramchandra Paswan,23064,25.50%,Lok Jan Shakti Party,Kusheshwar Asthan,78,25.50
2010,3,Dr. Ashok Kumar,17142,19.00%,Indian National Congress,Kusheshwar Asthan,78,19.00
2010,4,Ramottar Paswan,7549,8.30%,Independent,Kusheshwar Asthan,78,8.30
2010,5,Ram Bahadur Bharti,3084,3.40%,Independent,Kusheshwar Asthan,78,3.40
2010,6,Sangeeta Bharti,2185,2.40%,Communist Party Of India (MARXIST),Kusheshwar Asthan,78,2.40
2010,7,Ram Sudhari Sada,1940,2.10%,Bahujan Samaj Party,Kusheshwar Asthan,78,2.10
2010,8,Krishna Kant Ram,1774,2.00%,Independent,Kusheshwar Asthan,78,2.00
2010,9,Ganesh Kumar,1744,1.90%,Janata Dal (Secular),Kusheshwar Asthan,78,1.90
2010,10,Lal Bahadur Sada,1678,1.90%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Kusheshwar Asthan,78,1.90
2010,11,Mahendra Kr. Paswan,886,1.00%,Samajwadi Party,Kusheshwar Asthan,78,1.00
2010,12,Amrendra Kumar Sada,853,0.90%,Indian Justice Party,Kusheshwar Asthan,78,0.90
2010,1,Dr. Izhar Ahmad,33258,36.80%,Janata Dal (United),Gora Bauram,79,36.80
2010,2,Dr. Mahavir Prasad,22656,25.00%,Rashtriya Janata Dal,Gora Bauram,79,25.00
2010,3,Nageshwar Pajiyar,14396,15.90%,Indian National Congress,Gora Bauram,79,15.90
2010,4,Rabindra Pandey,5306,5.90%,Independent,Gora Bauram,79,5.90
2010,5,Sarojkumar Choudhary,4265,4.70%,Independent,Gora Bauram,79,4.70
2010,6,Shamim,2057,2.30%,Independent,Gora Bauram,79,2.30
2010,7,Khursid Alam,1386,1.50%,Independent,Gora Bauram,79,1.50
2010,8,Ganga Sagar Paswan,1246,1.40%,Bahujan Samaj Party,Gora Bauram,79,1.40
2010,9,Krishan Mohan Singh,1120,1.20%,Samajwadi Party,Gora Bauram,79,1.20
2010,10,Abbas Kujara,1108,1.20%,Independent,Gora Bauram,79,1.20
2010,11,Tamanna,967,1.10%,Nationalist Congress Party,Gora Bauram,79,1.10
2010,12,Awadhesh Prasad Singh,959,1.10%,Rashtriya Krantikari Janata Party,Gora Bauram,79,1.10
2010,13,Ganesh Mukhiya,902,1.00%,Rashtra Sewa Dal,Gora Bauram,79,1.00
2010,14,Sushil Kumar Choudhary,854,0.90%,Janata Dal (Secular),Gora Bauram,79,0.90
2010,1,Gopal Jee Thakur,43222,40.30%,Bharatiya Janta Party,Benipur,80,40.30
2010,2,Hare Krishna Yadav,29265,27.30%,Rashtriya Janata Dal,Benipur,80,27.30
2010,3,Gajendra Jha,10184,9.50%,Indian National Congress,Benipur,80,9.50
2010,4,S.M. Zafar Imam,9239,8.60%,Independent,Benipur,80,8.60
2010,5,Sunil Kumar Jha,3039,2.80%,Independent,Benipur,80,2.80
2010,6,Vijay Kumar Mishra,2814,2.60%,Bharat Vikas Morcha,Benipur,80,2.60
2010,7,Chiranjeev Singh,2235,2.10%,Bahujan Samaj Party,Benipur,80,2.10
2010,8,Ganesh Pd Ray,2200,2.10%,Janata Dal (Secular),Benipur,80,2.10
2010,9,Md. Quamrul Hoda,1975,1.80%,Independent,Benipur,80,1.80
2010,10,Vinod Jha,1903,1.80%,Independent,Benipur,80,1.80
2010,11,Nawal Kishor Singh,1099,1.00%,Samajwadi Party,Benipur,80,1.00
2010,1,Abdul Bari Siddiqui,37923,37.20%,Rashtriya Janata Dal,Alinagar,81,37.20
2010,2,Prabhakar Choudhary,32934,32.30%,Janata Dal (United),Alinagar,81,32.30
2010,3,Rajesh Kumar Yadav,11208,11.00%,Janata Dal (Secular),Alinagar,81,11.00
2010,4,Dr. Madan Mohan Jha,6762,6.60%,Indian National Congress,Alinagar,81,6.60
2010,5,Bideshwar Ram,3514,3.50%,Independent,Alinagar,81,3.50
2010,6,Ram Kumar Jha,2964,2.90%,Communist Party Of India,Alinagar,81,2.90
2010,7,Baidynath Mukhia,2660,2.60%,Bahujan Samaj Party,Alinagar,81,2.60
2010,8,Manawati Devi,1524,1.50%,Independent,Alinagar,81,1.50
2010,9,Harendra Na Singh,1315,1.30%,Samajwadi Party,Alinagar,81,1.30
2010,10,Dileep Kumar Yadav,1084,1.10%,Indian Justice Party,Alinagar,81,1.10
2010,1,Lalit Kumar Yadav,29776,29.30%,Rashtriya Janata Dal,Darbhanga Rural,82,29.30
2010,2,Ashraf Hussain,26100,25.70%,Janata Dal (United),Darbhanga Rural,82,25.70
2010,3,Madan Kumar Yadav,12485,12.30%,Independent,Darbhanga Rural,82,12.30
2010,4,Shamshad Ahmad Khan,6965,6.90%,Independent,Darbhanga Rural,82,6.90
2010,5,Dr. Chaudhry Chandramani Nagendra,4245,4.20%,Independent,Darbhanga Rural,82,4.20
2010,6,Abdul Hadi Siddiqui,4240,4.20%,Indian National Congress,Darbhanga Rural,82,4.20
2010,7,Narendra Kumar Jha,3145,3.10%,Nationalist Congress Party,Darbhanga Rural,82,3.10
2010,8,Sanjay Kumar Jha,2665,2.60%,Independent,Darbhanga Rural,82,2.60
2010,9,Dhuruv Narayan Jha,2477,2.40%,Independent,Darbhanga Rural,82,2.40
2010,10,Ashok Kumar,2444,2.40%,Independent,Darbhanga Rural,82,2.40
2010,11,Md. Tarikul Islam,1685,1.70%,Bahujan Samaj Party,Darbhanga Rural,82,1.70
2010,12,Vinod Kumar Mahto,1677,1.70%,Independent,Darbhanga Rural,82,1.70
2010,13,Shanichri Devi,1604,1.60%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Darbhanga Rural,82,1.60
2010,14,Badre Alam,1321,1.30%,Janata Dal (Secular),Darbhanga Rural,82,1.30
2010,15,Ganeshi Sahu,916,0.90%,Independent,Darbhanga Rural,82,0.90
